title,description,tags,collections,colours,brand,sku,featured,thumbnail,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,image_11,image_12,image_13,image_14,image_15,image_16,image_17,image_18,badge,size,price,discount,weight,quantity,seri,material,jumlah_warna,warna_utama,tali_kerut,body
Micro Mask Spectrum Fur Purple,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.",micromask,spectrum,mix,Hijacket,MM-SPC-FURPURPLE,,/images/micromask/thumbnail/spectrum/spectrum_furpurple.jpg,/images/micromask/spectrum/spectrum_furpurple_01,/images/micromask/spectrum/spectrum_furpurple_02,/images/micromask/spectrum/spectrum_furpurple_03,/images/micromask/spectrum/spectrum_furpurple_04,/images/micromask/spectrum/spectrum_furpurple_05,/images/micromask/spectrum/spectrum_furpurple_06,/images/micromask/spectrum/spectrum_furpurple_07,/images/micromask/spectrum/spectrum_furpurple_08,/images/micromask/spectrum/spectrum_furpurple_09,/images/micromask/spectrum/spectrum_furpurple_10,/images/micromask/spectrum/spectrum_furpurple_11,/images/micromask/spectrum/spectrum_furpurple_12,/images/micromask/spectrum/spectrum_furpurple_13,/images/micromask/spectrum/spectrum_furpurple_14,/images/micromask/spectrum/spectrum_furpurple_15,,,,,All Size,25000,10000,50,10,Micromask,Premium Fleece + Hyget Serena,,,tali karet string dan stopper,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.

- Efektif menangkal virus hingga 70%.
- Tali Karet Yang Nyaman
- Jahitan & Lipatan Rapi, tidak mudah Robek
- Cara pakai praktis tidak ribet
- Dapat dicuci berulang kali
- Hijab friendly
- Breathable (mudah bernafas)

#### Tabel Ukuran Micro Mask Spectrum

| Ukuran              | All Size        |
|---------------------|-----------------|
| Panjang             | 23-24 cm        |
| lebar               | 14,5-15,5 cm    |"
Micro Mask Spectrum Furnavy,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.",micromask,spectrum,mix,Hijacket,MM-SPC-FURNAVY,,/images/micromask/thumbnail/spectrum/spectrum_furnavy.jpg,/images/micromask/spectrum/spectrum_furnavy_01,/images/micromask/spectrum/spectrum_furnavy_02,/images/micromask/spectrum/spectrum_furnavy_03,/images/micromask/spectrum/spectrum_furnavy_04,/images/micromask/spectrum/spectrum_furnavy_05,/images/micromask/spectrum/spectrum_furnavy_06,/images/micromask/spectrum/spectrum_furnavy_07,/images/micromask/spectrum/spectrum_furnavy_08,/images/micromask/spectrum/spectrum_furnavy_09,/images/micromask/spectrum/spectrum_furnavy_10,/images/micromask/spectrum/spectrum_furnavy_11,/images/micromask/spectrum/spectrum_furnavy_12,/images/micromask/spectrum/spectrum_furnavy_13,/images/micromask/spectrum/spectrum_furnavy_14,/images/micromask/spectrum/spectrum_furnavy_15,,,,,All Size,25000,10000,50,10,Micromask,Premium Fleece + Hyget Serena,,,tali karet string dan stopper,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.

- Efektif menangkal virus hingga 70%.
- Tali Karet Yang Nyaman
- Jahitan & Lipatan Rapi, tidak mudah Robek
- Cara pakai praktis tidak ribet
- Dapat dicuci berulang kali
- Hijab friendly
- Breathable (mudah bernafas)

#### Tabel Ukuran Micro Mask Spectrum

| Ukuran              | All Size        |
|---------------------|-----------------|
| Panjang             | 23-24 cm        |
| lebar               | 14,5-15,5 cm    |"
Micro Mask Spectrum Geranium,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.",micromask,spectrum,mix,Hijacket,MM-SPC-GERANIUM,,/images/micromask/thumbnail/spectrum/spectrum_geranium.jpg,/images/micromask/spectrum/spectrum_geranium_01,/images/micromask/spectrum/spectrum_geranium_02,/images/micromask/spectrum/spectrum_geranium_03,/images/micromask/spectrum/spectrum_geranium_04,/images/micromask/spectrum/spectrum_geranium_05,/images/micromask/spectrum/spectrum_geranium_06,/images/micromask/spectrum/spectrum_geranium_07,/images/micromask/spectrum/spectrum_geranium_08,/images/micromask/spectrum/spectrum_geranium_09,/images/micromask/spectrum/spectrum_geranium_10,/images/micromask/spectrum/spectrum_geranium_11,/images/micromask/spectrum/spectrum_geranium_12,/images/micromask/spectrum/spectrum_geranium_13,/images/micromask/spectrum/spectrum_geranium_14,/images/micromask/spectrum/spectrum_geranium_15,,,,,All Size,25000,10000,50,10,Micromask,Premium Fleece + Hyget Serena,,,tali karet string dan stopper,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.

- Efektif menangkal virus hingga 70%.
- Tali Karet Yang Nyaman
- Jahitan & Lipatan Rapi, tidak mudah Robek
- Cara pakai praktis tidak ribet
- Dapat dicuci berulang kali
- Hijab friendly
- Breathable (mudah bernafas)

#### Tabel Ukuran Micro Mask Spectrum

| Ukuran              | All Size        |
|---------------------|-----------------|
| Panjang             | 23-24 cm        |
| lebar               | 14,5-15,5 cm    |"
Micro Mask Spectrum Hibiscus,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.",micromask,spectrum,mix,Hijacket,MM-SPC-HIBISCUS,,/images/micromask/thumbnail/spectrum/spectrum_hibiscus.jpg,/images/micromask/spectrum/spectrum_hibiscus_01,/images/micromask/spectrum/spectrum_hibiscus_02,/images/micromask/spectrum/spectrum_hibiscus_03,/images/micromask/spectrum/spectrum_hibiscus_04,/images/micromask/spectrum/spectrum_hibiscus_05,/images/micromask/spectrum/spectrum_hibiscus_06,/images/micromask/spectrum/spectrum_hibiscus_07,/images/micromask/spectrum/spectrum_hibiscus_08,/images/micromask/spectrum/spectrum_hibiscus_09,/images/micromask/spectrum/spectrum_hibiscus_10,/images/micromask/spectrum/spectrum_hibiscus_11,/images/micromask/spectrum/spectrum_hibiscus_12,/images/micromask/spectrum/spectrum_hibiscus_13,/images/micromask/spectrum/spectrum_hibiscus_14,/images/micromask/spectrum/spectrum_hibiscus_15,,,,,All Size,25000,10000,50,10,Micromask,Premium Fleece + Hyget Serena,,,tali karet string dan stopper,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.

- Efektif menangkal virus hingga 70%.
- Tali Karet Yang Nyaman
- Jahitan & Lipatan Rapi, tidak mudah Robek
- Cara pakai praktis tidak ribet
- Dapat dicuci berulang kali
- Hijab friendly
- Breathable (mudah bernafas)

#### Tabel Ukuran Micro Mask Spectrum

| Ukuran              | All Size        |
|---------------------|-----------------|
| Panjang             | 23-24 cm        |
| lebar               | 14,5-15,5 cm    |"
Micro Mask Spectrum Lafandula,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.",micromask,spectrum,mix,Hijacket,MM-SPC-LAFANDULA,,/images/micromask/thumbnail/spectrum/spectrum_lafandula.jpg,/images/micromask/spectrum/spectrum_lafandula_01,/images/micromask/spectrum/spectrum_lafandula_02,/images/micromask/spectrum/spectrum_lafandula_03,/images/micromask/spectrum/spectrum_lafandula_04,/images/micromask/spectrum/spectrum_lafandula_05,/images/micromask/spectrum/spectrum_lafandula_06,/images/micromask/spectrum/spectrum_lafandula_07,/images/micromask/spectrum/spectrum_lafandula_08,/images/micromask/spectrum/spectrum_lafandula_09,/images/micromask/spectrum/spectrum_lafandula_10,/images/micromask/spectrum/spectrum_lafandula_11,/images/micromask/spectrum/spectrum_lafandula_12,/images/micromask/spectrum/spectrum_lafandula_13,/images/micromask/spectrum/spectrum_lafandula_14,/images/micromask/spectrum/spectrum_lafandula_15,,,,,All Size,25000,10000,50,10,Micromask,Premium Fleece + Hyget Serena,,,tali karet string dan stopper,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.

- Efektif menangkal virus hingga 70%.
- Tali Karet Yang Nyaman
- Jahitan & Lipatan Rapi, tidak mudah Robek
- Cara pakai praktis tidak ribet
- Dapat dicuci berulang kali
- Hijab friendly
- Breathable (mudah bernafas)

#### Tabel Ukuran Micro Mask Spectrum

| Ukuran              | All Size        |
|---------------------|-----------------|
| Panjang             | 23-24 cm        |
| lebar               | 14,5-15,5 cm    |"
Micro Mask Spectrum Leaves Blue,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.",micromask,spectrum,mix,Hijacket,MM-SPC-LEAVESBLUE,,/images/micromask/thumbnail/spectrum/spectrum_leavesblue.jpg,/images/micromask/spectrum/spectrum_leavesblue_01,/images/micromask/spectrum/spectrum_leavesblue_02,/images/micromask/spectrum/spectrum_leavesblue_03,/images/micromask/spectrum/spectrum_leavesblue_04,/images/micromask/spectrum/spectrum_leavesblue_05,/images/micromask/spectrum/spectrum_leavesblue_06,/images/micromask/spectrum/spectrum_leavesblue_07,/images/micromask/spectrum/spectrum_leavesblue_08,/images/micromask/spectrum/spectrum_leavesblue_09,/images/micromask/spectrum/spectrum_leavesblue_10,/images/micromask/spectrum/spectrum_leavesblue_11,/images/micromask/spectrum/spectrum_leavesblue_12,/images/micromask/spectrum/spectrum_leavesblue_13,/images/micromask/spectrum/spectrum_leavesblue_14,/images/micromask/spectrum/spectrum_leavesblue_15,,,,,All Size,25000,10000,50,10,Micromask,Premium Fleece + Hyget Serena,,,tali karet string dan stopper,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.

- Efektif menangkal virus hingga 70%.
- Tali Karet Yang Nyaman
- Jahitan & Lipatan Rapi, tidak mudah Robek
- Cara pakai praktis tidak ribet
- Dapat dicuci berulang kali
- Hijab friendly
- Breathable (mudah bernafas)

#### Tabel Ukuran Micro Mask Spectrum

| Ukuran              | All Size        |
|---------------------|-----------------|
| Panjang             | 23-24 cm        |
| lebar               | 14,5-15,5 cm    |"
Micro Mask Spectrum Lobelia,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.",micromask,spectrum,mix,Hijacket,MM-SPC-LOBELIA,,/images/micromask/thumbnail/spectrum/spectrum_lobelia.jpg,/images/micromask/spectrum/spectrum_lobelia_01,/images/micromask/spectrum/spectrum_lobelia_02,/images/micromask/spectrum/spectrum_lobelia_03,/images/micromask/spectrum/spectrum_lobelia_04,/images/micromask/spectrum/spectrum_lobelia_05,/images/micromask/spectrum/spectrum_lobelia_06,/images/micromask/spectrum/spectrum_lobelia_07,/images/micromask/spectrum/spectrum_lobelia_08,/images/micromask/spectrum/spectrum_lobelia_09,/images/micromask/spectrum/spectrum_lobelia_10,/images/micromask/spectrum/spectrum_lobelia_11,/images/micromask/spectrum/spectrum_lobelia_12,/images/micromask/spectrum/spectrum_lobelia_13,/images/micromask/spectrum/spectrum_lobelia_14,/images/micromask/spectrum/spectrum_lobelia_15,,,,,All Size,25000,10000,50,10,Micromask,Premium Fleece + Hyget Serena,,,tali karet string dan stopper,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.

- Efektif menangkal virus hingga 70%.
- Tali Karet Yang Nyaman
- Jahitan & Lipatan Rapi, tidak mudah Robek
- Cara pakai praktis tidak ribet
- Dapat dicuci berulang kali
- Hijab friendly
- Breathable (mudah bernafas)

#### Tabel Ukuran Micro Mask Spectrum

| Ukuran              | All Size        |
|---------------------|-----------------|
| Panjang             | 23-24 cm        |
| lebar               | 14,5-15,5 cm    |"
Micro Mask Spectrum Magnolia,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.",micromask,spectrum,mix,Hijacket,MM-SPC-MAGNOLIA,,/images/micromask/thumbnail/spectrum/spectrum_magnolia.jpg,/images/micromask/spectrum/spectrum_magnolia_01,/images/micromask/spectrum/spectrum_magnolia_02,/images/micromask/spectrum/spectrum_magnolia_03,/images/micromask/spectrum/spectrum_magnolia_04,/images/micromask/spectrum/spectrum_magnolia_05,/images/micromask/spectrum/spectrum_magnolia_06,/images/micromask/spectrum/spectrum_magnolia_07,/images/micromask/spectrum/spectrum_magnolia_08,/images/micromask/spectrum/spectrum_magnolia_09,/images/micromask/spectrum/spectrum_magnolia_10,/images/micromask/spectrum/spectrum_magnolia_11,/images/micromask/spectrum/spectrum_magnolia_12,/images/micromask/spectrum/spectrum_magnolia_13,/images/micromask/spectrum/spectrum_magnolia_14,/images/micromask/spectrum/spectrum_magnolia_15,,,,,All Size,25000,10000,50,10,Micromask,Premium Fleece + Hyget Serena,,,tali karet string dan stopper,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.

- Efektif menangkal virus hingga 70%.
- Tali Karet Yang Nyaman
- Jahitan & Lipatan Rapi, tidak mudah Robek
- Cara pakai praktis tidak ribet
- Dapat dicuci berulang kali
- Hijab friendly
- Breathable (mudah bernafas)

#### Tabel Ukuran Micro Mask Spectrum

| Ukuran              | All Size        |
|---------------------|-----------------|
| Panjang             | 23-24 cm        |
| lebar               | 14,5-15,5 cm    |"
Micro Mask Spectrum Monochrome,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.",micromask,spectrum,mix,Hijacket,MM-SPC-MONOCHROME,,/images/micromask/thumbnail/spectrum/spectrum_monochrome.jpg,/images/micromask/spectrum/spectrum_monochrome_01,/images/micromask/spectrum/spectrum_monochrome_02,/images/micromask/spectrum/spectrum_monochrome_03,/images/micromask/spectrum/spectrum_monochrome_04,/images/micromask/spectrum/spectrum_monochrome_05,/images/micromask/spectrum/spectrum_monochrome_06,/images/micromask/spectrum/spectrum_monochrome_07,/images/micromask/spectrum/spectrum_monochrome_08,/images/micromask/spectrum/spectrum_monochrome_09,/images/micromask/spectrum/spectrum_monochrome_10,/images/micromask/spectrum/spectrum_monochrome_11,/images/micromask/spectrum/spectrum_monochrome_12,/images/micromask/spectrum/spectrum_monochrome_13,/images/micromask/spectrum/spectrum_monochrome_14,/images/micromask/spectrum/spectrum_monochrome_15,,,,,All Size,25000,10000,50,10,Micromask,Premium Fleece + Hyget Serena,,,tali karet string dan stopper,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.

- Efektif menangkal virus hingga 70%.
- Tali Karet Yang Nyaman
- Jahitan & Lipatan Rapi, tidak mudah Robek
- Cara pakai praktis tidak ribet
- Dapat dicuci berulang kali
- Hijab friendly
- Breathable (mudah bernafas)

#### Tabel Ukuran Micro Mask Spectrum

| Ukuran              | All Size        |
|---------------------|-----------------|
| Panjang             | 23-24 cm        |
| lebar               | 14,5-15,5 cm    |"
Micro Mask Spectrum Nautika,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.",micromask,spectrum,mix,Hijacket,MM-SPC-NAUTIKA,,/images/micromask/thumbnail/spectrum/spectrum_nautika.jpg,/images/micromask/spectrum/spectrum_nautika_01,/images/micromask/spectrum/spectrum_nautika_02,/images/micromask/spectrum/spectrum_nautika_03,/images/micromask/spectrum/spectrum_nautika_04,/images/micromask/spectrum/spectrum_nautika_05,/images/micromask/spectrum/spectrum_nautika_06,/images/micromask/spectrum/spectrum_nautika_07,/images/micromask/spectrum/spectrum_nautika_08,/images/micromask/spectrum/spectrum_nautika_09,/images/micromask/spectrum/spectrum_nautika_10,/images/micromask/spectrum/spectrum_nautika_11,/images/micromask/spectrum/spectrum_nautika_12,/images/micromask/spectrum/spectrum_nautika_13,/images/micromask/spectrum/spectrum_nautika_14,/images/micromask/spectrum/spectrum_nautika_15,,,,,All Size,25000,10000,50,10,Micromask,Premium Fleece + Hyget Serena,,,tali karet string dan stopper,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.

- Efektif menangkal virus hingga 70%.
- Tali Karet Yang Nyaman
- Jahitan & Lipatan Rapi, tidak mudah Robek
- Cara pakai praktis tidak ribet
- Dapat dicuci berulang kali
- Hijab friendly
- Breathable (mudah bernafas)

#### Tabel Ukuran Micro Mask Spectrum

| Ukuran              | All Size        |
|---------------------|-----------------|
| Panjang             | 23-24 cm        |
| lebar               | 14,5-15,5 cm    |"
Micro Mask Spectrum Primrose,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.",micromask,spectrum,mix,Hijacket,MM-SPC-PRIMROSE,,/images/micromask/thumbnail/spectrum/spectrum_primrose.jpg,/images/micromask/spectrum/spectrum_primrose_01,/images/micromask/spectrum/spectrum_primrose_02,/images/micromask/spectrum/spectrum_primrose_03,/images/micromask/spectrum/spectrum_primrose_04,/images/micromask/spectrum/spectrum_primrose_05,/images/micromask/spectrum/spectrum_primrose_06,/images/micromask/spectrum/spectrum_primrose_07,/images/micromask/spectrum/spectrum_primrose_08,/images/micromask/spectrum/spectrum_primrose_09,/images/micromask/spectrum/spectrum_primrose_10,/images/micromask/spectrum/spectrum_primrose_11,/images/micromask/spectrum/spectrum_primrose_12,/images/micromask/spectrum/spectrum_primrose_13,/images/micromask/spectrum/spectrum_primrose_14,/images/micromask/spectrum/spectrum_primrose_15,,,,,All Size,25000,10000,50,10,Micromask,Premium Fleece + Hyget Serena,,,tali karet string dan stopper,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.

- Efektif menangkal virus hingga 70%.
- Tali Karet Yang Nyaman
- Jahitan & Lipatan Rapi, tidak mudah Robek
- Cara pakai praktis tidak ribet
- Dapat dicuci berulang kali
- Hijab friendly
- Breathable (mudah bernafas)

#### Tabel Ukuran Micro Mask Spectrum

| Ukuran              | All Size        |
|---------------------|-----------------|
| Panjang             | 23-24 cm        |
| lebar               | 14,5-15,5 cm    |"
Micro Mask Spectrum Roselia,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.",micromask,spectrum,mix,Hijacket,MM-SPC-ROSELIA,,/images/micromask/thumbnail/spectrum/spectrum_roselia.jpg,/images/micromask/spectrum/spectrum_roselia_01,/images/micromask/spectrum/spectrum_roselia_02,/images/micromask/spectrum/spectrum_roselia_03,/images/micromask/spectrum/spectrum_roselia_04,/images/micromask/spectrum/spectrum_roselia_05,/images/micromask/spectrum/spectrum_roselia_06,/images/micromask/spectrum/spectrum_roselia_07,/images/micromask/spectrum/spectrum_roselia_08,/images/micromask/spectrum/spectrum_roselia_09,/images/micromask/spectrum/spectrum_roselia_10,,,,,,,,,,All Size,25000,10000,50,10,Micromask,Premium Fleece + Hyget Serena,,,tali karet string dan stopper,"Di Era New Normal ini Lengkapi Stylemu dengan Maker Kain MICRO MASK SPECTRUM, Desain Printing yang Eye Catching membuat Tampilanmu Menjadi Menarik dan Safety tapi tetap Kece. Bahannya dari Premium Fleece yang Lembut dan Dilapisi dengan Hyget Serena, ini akan Terasa Nyaman bagi para Penggunanya, karena di saat Udara Panas Sekalipun Keringat Akan Mudah diserap dengan Baik.

- Efektif menangkal virus hingga 70%.
- Tali Karet Yang Nyaman
- Jahitan & Lipatan Rapi, tidak mudah Robek
- Cara pakai praktis tidak ribet
- Dapat dicuci berulang kali
- Hijab friendly
- Breathable (mudah bernafas)

#### Tabel Ukuran Micro Mask Spectrum

| Ukuran              | All Size        |
|---------------------|-----------------|
| Panjang             | 23-24 cm        |
| lebar               | 14,5-15,5 cm    |"
